V_SidePalm[mV],V_ThumpPalm[mV],V_UpperPalm[mV],V_Middle[mV],V_Index[mV],V_Thumb[mV]
0.0,0.0,0.0,0.0,235.09,0.0
0.0,0.0,0.0,0.0,239.0,134.9
0.0,0.0,0.0,0.0,242.42,1263.44
0.0,0.0,0.0,0.0,246.82,2546.92
0.0,0.0,0.0,0.0,250.73,3052.79
0.0,0.0,0.0,0.0,256.6,3362.66
0.0,0.0,0.0,0.0,261.97,3639.3
0.0,0.0,0.0,0.0,266.86,3819.65
0.0,0.0,0.0,0.0,271.26,3862.66
0.0,0.0,0.0,0.0,276.64,3930.6
0.0,0.0,0.0,0.0,282.01,3963.34
0.0,0.0,0.0,0.0,286.9,3982.4
0.0,0.0,0.0,0.0,293.26,4009.77
0.0,0.0,0.0,0.0,299.12,3997.07
0.0,0.0,0.0,0.0,305.96,4000.98
0.0,0.0,0.0,0.0,311.34,3891.5
0.0,0.0,0.0,0.0,316.23,1769.79
0.0,0.0,0.0,0.0,319.65,0.0
0.0,0.0,0.0,0.0,322.58,0.0
0.0,0.0,0.0,0.0,326.49,2577.22
0.0,0.0,0.0,0.0,330.89,3765.4
0.0,0.0,0.0,0.0,333.82,3918.38
0.0,0.0,0.0,0.0,337.73,3975.07
0.0,0.0,0.0,0.0,342.62,3978.01
0.0,0.0,0.0,0.0,347.02,3968.72
0.0,0.0,0.0,0.0,351.91,3959.92
0.0,0.0,0.0,0.0,357.77,3973.61
0.0,0.0,0.0,0.0,363.15,3978.49
0.0,0.0,0.0,0.0,367.55,3961.88
0.0,0.0,0.0,0.0,372.92,3977.03
0.0,0.0,0.0,0.0,377.81,3913.49
0.0,0.0,0.0,0.0,382.21,2610.95
0.0,0.0,0.0,0.0,385.63,59.14
0.0,0.0,0.0,0.0,387.59,0.0
0.0,0.0,0.0,0.0,391.5,1279.57
0.0,0.0,0.0,0.0,395.89,3537.15
0.0,0.0,0.0,0.0,400.78,3878.79
0.0,0.0,0.0,0.0,405.67,3953.57
0.0,0.0,0.0,0.0,410.56,3938.91
0.0,0.0,0.0,0.0,414.96,3989.74
0.0,0.0,0.0,0.0,419.35,4014.17
0.0,0.0,0.0,0.0,423.26,3997.56
0.0,0.0,0.0,0.0,428.15,3950.64
0.0,0.0,0.0,0.0,432.55,3945.26
0.0,0.0,0.0,0.0,437.44,3908.11
0.0,0.0,0.0,0.0,441.84,3788.37
0.0,0.0,0.0,0.0,445.26,2222.39
0.0,0.0,0.0,0.0,449.17,0.0
0.0,0.0,0.0,0.0,450.15,0.0
0.0,0.0,0.0,0.0,454.55,1352.88
0.0,0.0,0.0,0.0,457.97,3540.08
0.0,0.0,0.0,0.0,460.41,3832.36
0.0,0.0,0.0,0.0,464.81,3901.27
0.0,0.0,0.0,0.0,469.7,3956.01
0.0,0.0,0.0,0.0,472.63,3999.02
0.0,0.0,0.0,0.0,476.05,4007.82
0.0,0.0,0.0,0.0,481.43,4010.26
0.0,0.0,0.0,0.0,486.31,3996.58
0.0,0.0,0.0,0.0,491.69,3975.56
0.0,0.0,0.0,0.0,495.6,3809.38
0.0,0.0,0.0,0.0,498.53,585.53
0.0,0.0,0.0,0.0,498.53,0.0
0.0,0.0,0.0,0.0,500.98,1604.11
0.0,0.0,0.0,0.0,504.4,3548.88
0.0,0.0,0.0,0.0,509.29,3865.59
0.0,0.0,0.0,0.0,513.2,3943.79
0.0,0.0,0.0,0.0,518.08,3985.34
0.0,0.0,0.0,0.0,522.48,3997.56
0.0,0.0,0.0,0.0,527.86,3979.96
0.0,0.0,0.0,0.0,531.77,3974.1
0.0,0.0,0.0,0.0,535.68,3990.22
0.0,0.0,0.0,0.0,539.1,3983.38
0.0,0.0,0.0,0.0,543.01,3872.92
0.0,0.0,0.0,0.0,546.43,1690.62
0.0,0.0,0.0,0.0,547.41,0.0
0.0,0.0,0.0,0.0,547.41,220.43
0.0,0.0,0.0,0.0,551.81,3500.0
0.0,0.0,0.0,0.0,555.23,3854.35
0.0,0.0,0.0,0.0,560.61,3898.34
0.0,0.0,0.0,0.0,564.03,3891.98
0.0,0.0,0.0,0.0,568.43,3909.58
0.0,0.0,0.0,0.0,572.83,3894.43
0.0,0.0,0.0,0.0,576.74,3861.68
0.0,0.0,0.0,0.0,578.69,3877.81
0.0,0.0,0.0,0.0,581.62,3744.38
0.0,0.0,0.0,0.0,583.58,1819.65
0.0,0.0,0.0,0.0,586.02,0.0
0.0,0.0,0.0,0.0,587.0,0.0
0.0,0.0,0.0,0.0,590.42,0.0
0.0,0.0,0.0,0.0,591.4,0.0
0.0,0.0,0.0,0.0,591.4,0.0
0.0,0.0,0.0,0.0,592.38,0.0
0.0,0.0,0.0,0.0,595.31,0.0
0.0,0.0,0.0,0.0,596.29,0.0
0.0,0.0,0.0,0.0,596.29,0.0
0.0,0.0,0.0,0.0,597.75,0.0
0.0,0.0,0.0,0.0,601.17,0.0
0.0,0.0,0.0,0.0,601.17,0.0
0.0,0.0,0.0,0.0,601.17,0.0
0.0,0.0,0.0,0.0,601.17,0.0
0.0,0.0,0.0,0.0,602.64,0.0
0.0,0.0,0.0,0.0,605.08,0.0
0.0,0.0,0.0,0.0,606.06,0.0
0.0,0.0,0.0,0.0,606.06,0.0
0.0,0.0,0.0,0.0,606.06,0.0
0.0,0.0,0.0,0.0,608.02,0.0
0.0,0.0,0.0,0.0,608.5,0.0
0.0,0.0,0.0,0.0,608.99,0.0
0.0,0.0,0.0,0.0,610.46,0.0
0.0,0.0,0.0,0.0,611.44,0.0
0.0,0.0,0.0,0.0,613.39,0.0
0.0,0.0,0.0,0.0,614.37,0.0
0.0,0.0,0.0,0.0,615.35,0.0
0.0,0.0,0.0,0.0,616.32,0.0
0.0,0.0,0.0,0.0,617.3,0.0
0.0,0.0,0.0,0.0,617.3,0.0
0.0,0.0,0.0,0.0,618.28,0.0
0.0,0.0,0.0,0.0,618.77,0.0
0.0,0.0,0.0,0.0,619.26,0.0
0.0,0.0,0.0,0.0,620.72,0.0
0.0,0.0,0.0,0.0,620.72,0.0
0.0,0.0,0.0,0.0,621.21,0.0
0.0,0.0,0.0,0.0,622.19,0.0
0.0,0.0,0.0,0.0,623.17,0.0
0.0,0.0,0.0,0.0,623.66,0.0
0.0,0.0,0.0,0.0,624.63,0.0
0.0,0.0,0.0,0.0,625.61,0.0
0.0,0.0,0.0,0.0,625.61,0.0
0.0,0.0,0.0,0.0,627.08,0.0
0.0,0.0,0.0,0.0,627.08,0.0
