V_SidePalm[mV],V_ThumpPalm[mV],V_UpperPalm[mV],V_Middle[mV],V_Index[mV],V_Thump[mV]
3912.02,0,0,888.56,0,0
3799.12,0,0,754.15,0,0
3547.41,0,0,473.12,0,0
681.33,0,0,8.31,0,0
26.39,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.98,0,0,0,0,0
5.87,0,0,0,0,0
2.44,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.96,0,0,0,0,0
8.31,0,0,0,0,0
8.8,0,0,0,0,0
1.47,0,0,0,0,0
13.69,0,0,0,0,0
11.24,0,0,0,0,0
14.17,0,0,0,0,0
13.2,0,0,0,0,0
7.33,0,0,0,0,0
3.42,0,0,0,0,0
0,0,0,0,0,0
26.39,0,0,0,0,0
20.53,0,0,0,0,0
31.28,0,0,0,0,0
37.15,0,0,0,0,0
228.25,0,0,0,0,0
2798.63,0,0,0,0,0
3421.8,0,0,0,0,0
3568.43,0,0,0,0,0
3449.66,0,0,0,0,0
2246.33,0,0,0,0,0
17.6,0,0,0,0,0
12.22,0,0,0,0,0
14.17,0,0,0,0,0
13.2,0,0,0,0,0
5.38,0,0,0,0,0
3.42,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.91,0,0,0,0,0
4.4,0,0,0,0,0
7.82,0,0,0,0,0
10.75,0,0,0,0,0
21.51,0,0,0,0,0
28.35,0,0,0,0,0
25.42,0,0,0,0,0
8.31,0,0,0,0,0
6.35,0,0,0,0,0
683.28,0,0,0,0,0
3525.9,0,0,0,0,0
3855.82,0,0,0,0,0
4018.08,0,0,0,0,0
4100.68,0,0,0,0,0
2927.18,0,0,0,0,0
39.59,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.47,0,0,0,0,0
41.54,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1891.5,0,0,0,0,0
925.71,0,0,0,0,0
0.49,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2.93,0,0,0
0,0,0,0,1.96,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.42,0,0,0,0,0
0.98,0,0,0,0,0
6.35,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1.96
0,0,0,0,0,2.44
0,0,0,0,0,1.96
0,0,0,0,0,0.98
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,397.85
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.98
0,0,0,0,0,8.8
0,0,0,0,0,5.87
0,0,0,0,0,3.91
0,0,0,0,0,4.89
0,0,0,0,0,5.38
0,0,0,0,0,6.35
0,0,0,0,0,7.33
0,0,0,0,0,7.33
0,0,0,0,0,7.33
0,0,0,0,0,5.38
0,0,0,0,0,5.38
0,0,0,0,0,1232.65
0,0,0,0,0,2455.52
0,0,0,0,0,3133.92
0,0,0,0,0,3437.93
0,0,0,0,0,3096.77
0,0,0,0,0,2956.5
0,0,0,0,0,2732.16
0,0,0,0,0,1100.68
0,0,0,0,0,328.93
0,0.49,0,0,0,1101.66
0,0,0,0,0,970.19
0,0,0,0,0,533.72
0,0,0,0,0,120.72
0,0,0,0,0,2.44
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.49,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.47,0
0,0,0,0,7.33,0
0,0,0,0,11.24,0
0,0,0,0,3.91,0
0,0,0,0,4.4,0
0,0,0,0,5.38,0
0,0,0,0,4.4,0
0,0,0,0,7.33,0
0,0,0,0,7.33,0
0,0,0,0,7.33,0
0,0,0,0,7.33,0
0,0,0,0,7.33,0
0,0,0,0,6.35,0
0,0,0,0,6.84,0
0,0,0,0,3.42,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.98
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.98,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1.47
0,0,0,0,0,3.42
0,0,0,0,0,0.49
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.44,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.98,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.98,0
0,0,7.33,0,0.98,0
0,0,65,0,0,0
0,0,3304.5,8.8,0,0
0,0,4055.23,13.69,0,0
0,0,2864.13,7.82,0,0
3.42,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.96,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1.47,0,0
0,0,0,1.96,0,0
0,0,0,0,3.42,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.47,0
0,0,0,0,2.44,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,155.91,0,0,0
0,0,939.39,0,0,0
0,0,333.82,0,0,0
0,0,0,0,0,0
0,0,1715.05,0,0,0
0,0,3931.09,0,0,0
0,0,4565.49,0,0,0
0,0,1616.32,0,0,0
0,0,259.53,0,0,0
0,0,2757.09,0,0,0
0,0,3669.6,0,0,0
0,0,2358.26,0,0,0
0,0,128.05,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,43.5,0,0,0,0
0,2208.21,0,0,0,0
0,2952.59,0,0,0,0
0,2399.32,0,0,0,0
0,1563.54,0,0,0,0
0,2043.99,0,0,0,0
0,3503.42,0,0,0,0
291.79,4168.62,0,0,0,0
3415.44,4160.31,0,0,0,0
4560.12,3880.74,0,0,0,0
4650.54,3694.53,0,0,0,0
4673.51,3934.51,0,0,0,0
4697.95,3731.18,0,0,0,0
4696.48,4333.82,0,0,0,0
4366.08,4575.27,0,0,0,0
1008.8,4602.15,0,0,0,0
0,4625.12,0,0,0,0
0,4598.24,0,0,0,0
1620.23,3399.8,0,0,0,0
4221.41,0,0,0,0,0
4449.66,0,0,0,0,0
4475.07,0,0,0,0,0
4433.53,0,0,0,0,0
2491.2,538.12,0,0,0,0
0,3977.03,0,0,0,0
2.44,4610.46,0,0,0,0
2.44,4693.06,0,0,0,0
5.38,4330.89,0,0,0,0
244.87,445.75,0,0,0,0
31.28,0,0,0,0,0
11.24,0,0,0,0,0
9.78,0,0,0,0,0
28.84,0,0,0,0,0
38.61,0,0,0,0,0
41.54,0,0,0,0,0
45.94,0,0,0,0,0
41.06,0,0,0,0,0
0.49,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,113.88,0,0
0,0,0,249.27,0,0
0,0,0,1718.96,0,0
0,0,0,2424.73,0,0
0,0,0,2562.07,0,0
0,0,0,2341.15,0,0
0,0,0,432.55,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,94.82,0
0,0,0,0,2796.19,0
0,0,0,0,3689.64,0
0,0,0,0,3853.86,0
0,0,0,0,3231.67,0
0,0,0,0,9.29,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1479.96
0,0,0,0,0,3278.1
0,0,0,0,0,3630.01
0,0,0,0,0,3624.63
0,0,0,0,0,3569.89
0,0,0,0,0,3510.26
0,0,0,0,0,3288.37
0,0,0,0,0,2899.8
0,0,0,0,0,2728.74
0,0.49,0,0,0,2764.42
0,0,0,0,0,2778.59
0,0,0,0,0,27.86
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,43.5,0,0
0,0,0,767.84,0,0
0,0,0,2293.25,0,0
0,0,0,3102.64,0,0
0,0,0,3375.85,0,0
0,0,0,3412.02,0,0
0,0,0,3467.74,0,0
0,0,0,3355.33,0,0
0,0,0,3185.24,0,0
0,0,0,3003.91,0,0
0,0,0,2935,0,0
0,0,0,2904.69,0,0
0,0,0,2958.46,0,0
0,0,0,2970.67,0,0
0,0,0,2981.92,0,0
0,0,0,2534.7,0,0
0,0,0,74.78,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,708.21,0
0,0,0,0,3002.93,0
0,0,0,0,3472.63,0
0,0,0,0,3357.77,0
0,0,0,0,2826,0
0,0,0,0,2451.12,0
0,0,0,0,2576.74,0
0,0,0,0,2261.49,0
0,0,0,0,2150.05,0
0,0,0,0,1232.65,0
0,0,0,0,0.49,0
0,0,0,0,0,0
0,0,0,0,1537.15,0
0,0,0,0,3182.8,0
0,0,0,0,3735.09,0
0,0,0,0,3844.57,0
0,0,0,0,3889.05,0
0,0,0,0,3901.27,0
0,0,0,0,3904.69,0
0,0,0,0,3921.31,0
0,0,0,0,3929.62,0
0,0,0,0,3938.91,0
0,0,0,0,3969.21,0
0,0,0,0,3984.85,0
0,0,0,0,3977.52,0
0,0,0,0,3891.01,0
0,0,0,0,3102.15,0
0,0,0,0,388.56,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,976.05,0,0,0
0,0,3672.04,0,0,0
0,0,4454.06,0,0,0
0,0,4580.16,0,0,0
0,0,4638.81,0,0,0
0,0,4667.64,0,0,0
0,0,4681.33,0,0,0
0,0,4676.93,0,0,0
0,0,4642.72,0,0,0
0,0,4630.99,0,0,0
0,0,4629.52,0,0,0
0,0,4600.68,0,0,0
0,0,4397.36,0,0,0
0,0,2824.05,0,0,0
0,0,200.88,0,0,0
0,0,152.98,0,0,0
0,0,714.08,0,0,0
0,0,1605.57,0,0,0
0,0,3116.32,0,0,0
0,0,4531.77,0,0,0
0,0,4678.89,0,0,0
0,0,4719.94,0,0,0
0,0,4737.54,0,0,0
0,0,4748.29,0,0,0
0,0,4752.69,0,0,0
0,0,4752.2,0,0,0
0,0,4755.62,0,0,0
0,0,4759.53,0,0,0
0,0,4774.19,0,0,0
0,0,4780.06,0,0,0
0,0,4779.08,0,0,0
0,0,4746.82,0,0,0
0,0,4412.02,0,0,0
0,0,1009.78,0,0,0
0,0,2512.71,0,0,0
0,0,4613.39,0,0,0
0,0,4711.14,0,0,0
0,0,4742.91,0,0,0
0,0,4758.06,0,0,0
0,0,4782.01,0,0,0
0,0,4781.04,0,0,0
0,0,4778.59,0,0,0
0,0,4785.92,0,0,0
0,0,4760.51,0,0,0
0,0,3942.33,0,0,0
0,0,0.49,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.49,0,0,0,0
0,824.05,0,0,0,0
0,3660.8,0,0,0,0
0,4181.82,0,0,0,0
0,2453.57,0,0,0,0
0,1.47,0,0,0,0
0,5.38,0,0,0,0
0,5.38,0,0,0,0
0,72.34,0,0,0,0
0,3429.62,0,0,0,0
0,4305.96,0,0,0,0
0,4422.78,0,0,0,0
0,4264.42,0,0,0,0
0,838.22,0,0,0,0
0,9.78,0,0,0,0
0,2695.01,0,0,0,0
0,4471.65,0,0,0,0
0,4622.68,0,0,0,0
0,4674.98,0,0,0,0
0,4693.55,0,0,0,0
0,4705.28,0,0,0,0
0,4602.64,0,0,0,0
0,4100.68,0,0,0,0
0,3585.53,0,0,0,0
0,2341.64,0,0,0,0
0,3487.29,0,0,0,0
0,4418.87,0,0,0,0
0,4568.43,0,0,0,0
0,4330.89,0,0,0,0
0,3801.07,0,0,0,0
0,3335.78,0,0,0,0
0,529.33,0,0,0,0
0,68.91,0,0,0,0
0,2463.83,0,0,0,0
0,4092.38,0,0,0,0
0,4410.07,0,0,0,0
0,4452.1,0,0,0,0
0,4466.76,0,0,0,0
0,4563.54,0,0,0,0
0,4667.64,0,0,0,0
0,4696.48,0,0,0,0
0,4439.39,0,0,0,0
0,1954.55,0,0,0,0
0,13.2,0,0,0,0
0,27.86,0,0,0,0
0,35.68,0,0,0,0
0,45.94,0,0,0,0
0,54.74,0,0,0,0
0,57.18,0,0,0,0
0,59.14,0,0,0,0
0,70.87,0,0,0,0
0,79.67,0,0,0,0
0,82.6,0,0,0,0
0,82.11,0,0,0,0
0,80.65,0,0,0,0
0,76.74,0,0,0,0
0,56.7,0,0,0,0
0,22.97,0,0,0,0
0,8.8,0,0,0,0
0,8.8,0,0,0,0
0,8.8,0,0,0,0
0,7.82,0,0,0,0
0,7.82,0,0,0,0
0,7.82,0,0,0,0
0,12.22,0,0,0,0
0,32.75,0,0,0,0
0,36.66,0,0,0,0
0,39.59,0,0,0,0
0,40.57,0,0,0,0
0,39.1,0,0,0,0
0,22.97,0,0,0,0
0,17.6,0,0,0,0
0,17.11,0,0,0,0
0,9.29,0,0,0,0
0,6.84,0,0,0,0
0,7.33,0,0,0,0
0,7.82,0,0,0,0
0,7.82,0,0,0,0
0,6.84,0,0,0,0
0,7.33,0,0,0,0
0,134.41,0,0,0,0
0,1507.33,0,0,0,0
0,216.03,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,213.59,0,0,0,0
0,3256.6,0,0,0,0
0,4344.09,0,0,0,0
0,4551.81,0,0,0,0
0,4593.35,0,0,0,0
0,4553.76,0,0,0,0
0,3072.34,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3.91,0,0,0,0,0
0.49,0,0,0,0,0
0.49,0,0,0,0,0
2835.78,0,0,0,0,0
4318.67,0,0,0,0,0
4466.76,0,0,0,0,0
4511.24,0,0,0,0,0
4040.08,0,0,0,0,0
656.89,0,0,0,0,0
3.91,0,0,0,0,0
664.22,0,0,0,0,0
4077.71,0,0,0,0,0
4424.24,0,0,0,0,0
4544.48,0,0,0,0,0
4551.81,0,0,0,0,0
4146.14,0,0,0,0,0
553.27,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2139.78,0,0,0,0,0
4232.16,0,0,0,0,0
4258.06,0,0,0,0,0
3382.21,0,0,0,0,0
198.92,0,0,0,0,0
15.15,0,0,0,0,0
267.35,0,0,0,0,0
44.97,0,0,0,0,0
728.74,0,0,0,0,0
2126.59,0,0,0,0,0
